"unique_ID","long_cite","short_cite","peer_reviewed","pubtype","coder","expt_num","expt_condition","unique_exp","pair","same_infant","unique_exp_noRM","pair_noRM","native_lang","infant_type","n_1","mean_age_1","age_range_1","n_excluded_1","gender_1","response_mode","exposure_phase","method","dependent_measure","participant_design","contrast_type","contrast","exposure.details","test.details","values_how","x_1","SD_1","x_2","SD_2","corr","corrgroup","Comments","Year","Lab","group_name_1","group_name_2","n_2","mean_age_2","age_range_2","n_excluded_2","t","F","d","d_var","test_lang","gender_2","num_trials","mean_vocab","procedure_secondary","corr_imputed","r","SD_dif","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","log_odds_calc","log_odds_var_calc","dataset","short_name","mean_age","n"
1036,"Liu L, Kager R.Perception of tones by infants learning a non-tone language.Cognition. 2014 Nov;133(2):385-94. doi: 10.1016/j.cognition.2014.06.004. Epub 2014 Aug 14.","Liu 2014","yes","journal","Cristia_Alex",3,"bimodal","Liu 2014 B","Liu 2014 U",NA,"Liu 2014 B","Liu 2014 U","Dutch","standard",16,349.83,NA,5.5,NA,"eye-tracking","habituation","central fixation","looking_time","within_two","tone","T1-T4","1 base syllable * 8 steps repeated 8-32 times for a total of 128 tokens","habituation with 1 token step 6, trial duration not given, criterion and window not given. Then present 2 change trials using tokens from step 3. Compared 2 last hab trials against the 2 change trials. Posttest not mentioned","from_graph",4,1.6,6.545454545,3.054545455,NA,"hab","exclusion criteria for both conditions: fussing (6); failure to habituate after 25 trials in the habituation phase (1); too short looking time (<2 s) on both change trials (2); looking time differed by more than 2 SD from the mean in the phase change (1); parental interfer- ence (1). ",2014,"Kager",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.932012943,NA,NA,-1.04396247566749,0.0131293955133344,-0.988035914471015,0.0117603545908661,-0.462734702502124,0.00159311748635081,-1.89353847465007,0.0431939799140159,"Sound learning","sounds",349.83,16
1036,"Liu L, Kager R.Perception of tones by infants learning a non-tone language.Cognition. 2014 Nov;133(2):385-94. doi: 10.1016/j.cognition.2014.06.004. Epub 2014 Aug 14.","Liu 2014","yes","journal","Cristia_Alex",3,"unimodal","Liu 2014 U",NA,NA,"Liu 2014 U",NA,"Dutch","standard",16,349.83,NA,5.5,NA,"eye-tracking","habituation","central fixation","looking_time","within_two","tone","T1-T4","1 base syllable * 8 steps repeated 8-32 times for a total of 128 tokens","habituation with 1 token step 6, trial duration not given, criterion and window not given. Then present 2 change trials using tokens from step 3. Compared 2 last hab trials against the 2 change trials. Posttest not mentioned","from_graph",5.090909091,2.181818182,4.654545455,2.036363636,NA,"hab","exclusion criteria for both conditions: fussing (6); failure to habituate after 25 trials in the habituation phase (1); too short looking time (<2 s) on both change trials (2); looking time differed by more than 2 SD from the mean in the phase change (1); parental interfer- ence (1). ",2014,"Kager",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.252,NA,NA,0.206773654874343,0.0954988123483669,0.195696494791789,0.0855408685862763,0.102838675447794,0.0231252040514026,0.375045923751469,0.31417849955075,"Sound learning","sounds",349.83,16
1038,"Maye J, Weiss DJ, Aslin RN.Statistical phonetic learning in infants: facilitation and feature generalization.Dev Sci. 2008 Jan;11(1):122-34. doi: 10.1111/j.1467-7687.2007.00653.x.","Maye 2008","yes","journal","Cristia_Alex",1,"bimodal","Maye 2008 B","Maye 2008 U",NA,"Maye 2008 B","Maye 2008 U","AmE","standard",32.33333333,254.36,52.84,23,0.4705882353,"eye-tracking","habituation","central fixation","looking_time","within_two","consonant","da-ta or ga-ka","8 steps*4 natural syllables = 32 unique types, each step repeated between 8 and 36 times for a total of 128 tokens (based on fig.2, because methods say 64), ISI 1s","habituation with 4 tokens step 6 in continuum (max trial 60s), moving window of 3 trials, criterion 50% of first 3 trials. Then present 2 change trials using tokens from step 3. Compared 2 last hab trials against the 2 change trials. Posttest with ""bupoki"". ""Infants whose looking times showed no numerical increase either between habituation and change trials or between change trials and the posttest trial were excluded from analysis (this was true for two infants in the Bimodal condition and one infant each in the Unimodal and Control conditions).""","in_text",4.807,2.058419135,6.844,3.570959162,NA,"hab","Exclusion criteria all 3 conditions combined: fussing (23), technical problems (6), exposure to a native language other than English (4), parental interference (5), failure to habituate after 25 trials (4), failure to produce any usable test trials due to looking times < 2 sec on both change trials (1), dishabituation that differed by more than 2 standard deviations from the mean of their familiarization condition (8), failure to dishabituate to the posttest stimulus (4), or falling asleep (1). ",2008,"Maye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.795832063,NA,NA,-0.698914709315729,0.0157134491591353,-0.681633851116463,0.0149460167119686,-0.3298940235693,0.00278030928603665,-1.26769105541081,0.0516951756590985,"Sound learning","sounds",254.36,32.33333333
1038,"Maye J, Weiss DJ, Aslin RN.Statistical phonetic learning in infants: facilitation and feature generalization.Dev Sci. 2008 Jan;11(1):122-34. doi: 10.1111/j.1467-7687.2007.00653.x.","Maye 2008","yes","journal","Cristia_Alex",1,"unimodal","Maye 2008 U",NA,NA,"Maye 2008 U",NA,"AmE","standard",32.33333333,254.36,52.84,18,0.4705882353,"eye-tracking","habituation","central fixation","looking_time","within_two","consonant","da-ta or ga-ka","8 steps*4 natural syllables = 32 unique types, each step repeated between 8 and 36 times for a total of 128 tokens (based on fig.2, because methods say 64), ISI 1s","habituation with 4 tokens step 6 in continuum (max trial 60s), moving window of 3 trials, criterion 50% of first 3 trials. Then present 2 change trials using tokens from step 3. Compared 2 last hab trials against the 2 change trials. Posttest with ""bupoki"". ""Infants whose looking times showed no numerical increase either between habituation and change trials or between change trials and the posttest trial were excluded from analysis (this was true for two infants in the Bimodal condition and one infant each in the Unimodal and Control conditions).""","in_text",5.362,2.388221095,4.861,2.047046653,NA,"hab","Exclusion criteria all 3 conditions combined: fussing (23), technical problems (6), exposure to a native language other than English (4), parental interference (5), failure to habituate after 25 trials (4), failure to produce any usable test trials due to looking times < 2 sec on both change trials (1), dishabituation that differed by more than 2 standard deviations from the mean of their familiarization condition (8), failure to dishabituate to the posttest stimulus (4), or falling asleep (1). ",2008,"Maye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.769299924,NA,NA,0.225251022314434,0.0146321263244335,0.219681628904948,0.0139175048305342,0.111917936044341,0.00352228874313622,0.408560161067027,0.0481377661229749,"Sound learning","sounds",254.36,32.33333333
1038,"Maye J, Weiss DJ, Aslin RN.Statistical phonetic learning in infants: facilitation and feature generalization.Dev Sci. 2008 Jan;11(1):122-34. doi: 10.1111/j.1467-7687.2007.00653.x.","Maye 2008","yes","journal","Cristia_Alex",1,"irrelevant-tones","Maye 2008 NS",NA,NA,"Maye 2008 NS",NA,"AmE","standard",32.33333333,254.36,52.84,15,0.4705882353,"eye-tracking","habituation","central fixation","looking_time","within_two","consonant","da-ta or ga-ka","irrelevant auditory stimuli (a repeating sequence of tones) prior to the discrimination test (the Control condition).","habituation with 4 tokens step 6 in continuum (max trial 60s), moving window of 3 trials, criterion 50% of first 3 trials. Then present 2 change trials using tokens from step 3. Compared 2 last hab trials against the 2 change trials. Posttest with ""bupoki"". ""Infants whose looking times showed no numerical increase either between habituation and change trials or between change trials and the posttest trial were excluded from analysis (this was true for two infants in the Bimodal condition and one infant each in the Unimodal and Control conditions).""","in_text",6.466,3.821153752,5.54,2.718023056,NA,"hab","Exclusion criteria all 3 conditions combined: fussing (23), technical problems (6), exposure to a native language other than English (4), parental interference (5), failure to habituate after 25 trials (4), failure to produce any usable test trials due to looking times < 2 sec on both change trials (1), dishabituation that differed by more than 2 standard deviations from the mean of their familiarization condition (8), failure to dishabituate to the posttest stimulus (4), or falling asleep (1). ",2008,"Maye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.795832063,NA,NA,0.27927018633122,0.0131214218505604,0.272365154250843,0.0124805819700795,0.138293382381642,0.00309572108039764,0.506540086417138,0.043167747614947,"Sound learning","sounds",254.36,32.33333333
1038,"Maye J, Weiss DJ, Aslin RN.Statistical phonetic learning in infants: facilitation and feature generalization.Dev Sci. 2008 Jan;11(1):122-34. doi: 10.1111/j.1467-7687.2007.00653.x.","Maye 2008","yes","journal","Cristia_Alex",2,"bimodal+generalization","Maye 2008 BG","Maye 2008 NS",NA,"Maye 2008 BG","Maye 2008 NS","AmE","standard",35,251.36,40.84,9,0.4772727273,"eye-tracking","habituation","central fixation","looking_time","within_two","consonant","da-ta or ga-ka","8 steps*4 natural syllables = 32 unique types, each step repeated between 8 and 36 times for a total of 128 tokens (based on fig.2, because methods say 64), ISI 1s","note TEST with untrained place of articulation; habituation with 4 tokens step 6 in continuum (max trial 60s), moving window of 3 trials, criterion 50% of first 3 trials. Then present 2 change trials using tokens from step 3. Compared 2 last hab trials against the 2 change trials. Posttest with ""bupoki"". ""Infants whose looking times showed no numerical increase either between habituation and change trials or between change trials and the posttest trial were excluded from analysis (this was true for two infants in the Bimodal condition and one infant each in the Unimodal and Control conditions).""","in_text",5.421,2.679984142,6.697,4.377899039,NA,"hab","Exclusion criteria: crying or fussing (3), technical problems (1), exposure to a native language other than English (3), ear infection at the time of testing (1), or dishabituation that differed by more than 2 standard deviations from the mean (1).",2008,"Maye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.808212435,NA,NA,-0.351551737560818,0.0116365111798163,-0.343561925343527,0.0111135894480787,-0.173121729612962,0.00265531944100273,-0.637644318083247,0.0382825873178803,"Sound learning","sounds",251.36,35
1039,"Maye J, Werker JF, Gerken L.Infant sensitivity to distributional information can affect phonetic discrimination.Cognition. 2002 Jan;82(3):B101-11.","Maye 2002","yes","journal","Cristia_Alex",NA,"unimodal","Maye 2002 U 6mo",NA,NA,"Maye 2002 U 6mo",NA,"AmE","standard",12,198.52,38.42,3,0.5,"eye-tracking","familiarization","central fixation","looking_time","within_two","consonant","ta-tha","8 steps * 1 natural syllable = 8 tokens; each repeated 4-16 times for a total of 64 tokens + 8 fillers * repeated 4x","eight test trials. Test trials were ordered such that every other trial was Alternating (and vice versa), with order counterbalanced in each group. On each test trial, infants heard a string of eight stimuli with an ISI of 1 s, for a total length of 11 s per trial. On half of the Non-Alternating trials the repeated stimulus was Token 3 from the experimental continuum, while on the other Non- Alternating trials it was Token 6. On the remaining four test trials, infants heard an alternation between the two endpoint stimuli, Tokens 1 and 8. ","in_text",4.53,1.766691824,4.85,1.628127759,NA,"fam","Exclusion criteria for all 4 groups combined: failure to meet language requirements (n 1â4 5), crying (n 1â4 2), inattention to the visual stimulus (n 1â4 2), equipment failure (n 1â4 1), experimenter error (n 1â4 1), and parental interference (n 1â4 1).",2002,"Maye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,NA,NA,0.936887812,NA,NA,-0.188365696128186,0.0107053083040688,-0.174238268918572,0.00915972941766888,-0.093767886506017,0.00260635180268775,-0.341657579880839,0.035219052650952,"Sound learning","sounds",198.52,12
1039,"Maye J, Werker JF, Gerken L.Infant sensitivity to distributional information can affect phonetic discrimination.Cognition. 2002 Jan;82(3):B101-11.","Maye 2002","yes","journal","Cristia_Alex",NA,"bimodal","Maye 2002 B 6mo","Maye 2002 U 6mo",NA,"Maye 2002 B 6mo","Maye 2002 U 6mo","AmE","standard",12,198.52,38.42,3,0.5,"eye-tracking","familiarization","central fixation","looking_time","within_two","consonant","ta-tha","8 steps * 1 natural syllable = 8 tokens; each repeated 4-16 times for a total of 64 tokens + 8 fillers * repeated 4x","eight test trials. Test trials were ordered such that every other trial was Alternating (and vice versa), with order counterbalanced in each group. On each test trial, infants heard a string of eight stimuli with an ISI of 1 s, for a total length of 11 s per trial. On half of the Non-Alternating trials the repeated stimulus was Token 3 from the experimental continuum, while on the other Non- Alternating trials it was Token 6. On the remaining four test trials, infants heard an alternation between the two endpoint stimuli, Tokens 1 and 8. ","in_text",6.41,1.108512517,5.66,1.524204711,NA,"fam","Exclusion criteria for all 4 groups combined: failure to meet language requirements (n 1â4 5), crying (n 1â4 2), inattention to the visual stimulus (n 1â4 2), equipment failure (n 1â4 1), experimenter error (n 1â4 1), and parental interference (n 1â4 1).",2002,"Maye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,NA,NA,0.769299924,NA,NA,0.56278146100409,0.0445390138256181,0.520572851428783,0.0381086937045445,0.270871113661451,0.00885927216317423,1.02077265617202,0.146527482291167,"Sound learning","sounds",198.52,12
1039,"Maye J, Werker JF, Gerken L.Infant sensitivity to distributional information can affect phonetic discrimination.Cognition. 2002 Jan;82(3):B101-11.","Maye 2002","yes","journal","Cristia_Alex",NA,"unimodal","Maye 2002 U 8mo",NA,NA,"Maye 2002 U 8mo",NA,"AmE","standard",12,245.36,58.84,3,0.5,"eye-tracking","familiarization","central fixation","looking_time","within_two","consonant","ta-tha","8 steps * 1 natural syllable = 8 tokens; each repeated 4-16 times for a total of 64 tokens + 8 fillers * repeated 4x","eight test trials. Test trials were ordered such that every other trial was Alternating (and vice versa), with order counterbalanced in each group. On each test trial, infants heard a string of eight stimuli with an ISI of 1 s, for a total length of 11 s per trial. On half of the Non-Alternating trials the repeated stimulus was Token 3 from the experimental continuum, while on the other Non- Alternating trials it was Token 6. On the remaining four test trials, infants heard an alternation between the two endpoint stimuli, Tokens 1 and 8. ","in_text",5.2,1.939896904,4.98,2.182384018,NA,"fam","Exclusion criteria for all 4 groups combined: failure to meet language requirements (n 1â4 5), crying (n 1â4 2), inattention to the visual stimulus (n 1â4 2), equipment failure (n 1â4 1), experimenter error (n 1â4 1), and parental interference (n 1â4 1).",2002,"Maye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,NA,NA,0.808212435,NA,NA,0.106552836282204,0.0321460492871963,0.0985613735610387,0.0275049634213574,0.0532009694442813,0.00796846701448828,0.193265466706014,0.105756263174183,"Sound learning","sounds",245.36,12
1039,"Maye J, Werker JF, Gerken L.Infant sensitivity to distributional information can affect phonetic discrimination.Cognition. 2002 Jan;82(3):B101-11.","Maye 2002","yes","journal","Cristia_Alex",NA,"bimodal","Maye 2002 B 8mo","Maye 2002 U 8mo",NA,"Maye 2002 B 8mo","Maye 2002 U 8mo","AmE","standard",12,245.36,58.84,3,0.5,"eye-tracking","familiarization","central fixation","looking_time","within_two","consonant","ta-tha","8 steps * 1 natural syllable = 8 tokens; each repeated 4-16 times for a total of 64 tokens + 8 fillers * repeated 4x","eight test trials. Test trials were ordered such that every other trial was Alternating (and vice versa), with order counterbalanced in each group. On each test trial, infants heard a string of eight stimuli with an ISI of 1 s, for a total length of 11 s per trial. On half of the Non-Alternating trials the repeated stimulus was Token 3 from the experimental continuum, while on the other Non- Alternating trials it was Token 6. On the remaining four test trials, infants heard an alternation between the two endpoint stimuli, Tokens 1 and 8. ","in_text",6.15,1.939896904,5.45,1.80133284,NA,"fam","Exclusion criteria for all 4 groups combined: failure to meet language requirements (n 1â4 5), crying (n 1â4 2), inattention to the visual stimulus (n 1â4 2), equipment failure (n 1â4 1), experimenter error (n 1â4 1), and parental interference (n 1â4 1).",2002,"Maye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"artificial",NA,NA,NA,NA,-0.022028257,NA,NA,0.373952112811405,0.182248094346586,0.345905704350549,0.155936025725297,0.183790984233216,0.0410990943176472,0.678274104471368,0.599572198017737,"Sound learning","sounds",245.36,12
1040,"Pons, F., Mugitani, R., Amano, S., and Werker, J. F. (2006). Distributional learning in vowel length distinctions by 6-month-old English infants. In International conference on infant studies, Kyoto, Japan.","Pons 2006","no","conference","Cristia_Alex",NA,"unimodal","Pons 2006 U",NA,NA,"Pons 2006 U",NA,"CanE","standard",16,185.52,32.42,NA,NA,"eye-tracking","familiarization","central fixation","looking_time","within_one","vowel","","","","authors",0.6,2.26,NA,NA,NA,"fam","",2006,"Werker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.932012943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sound learning","sounds",185.52,16
1040,"Pons, F., Mugitani, R., Amano, S., and Werker, J. F. (2006). Distributional learning in vowel length distinctions by 6-month-old English infants. In International conference on infant studies, Kyoto, Japan.","Pons 2006","no","conference","Cristia_Alex",NA,"bimodal","Pons 2006 B","Pons 2006 U",NA,"Pons 2006 B","Pons 2006 U","CanE","standard",16,185.52,32.42,NA,NA,"eye-tracking","familiarization","central fixation","looking_time","within_one","vowel","","","","authors",0.55,1.94,NA,NA,NA,"fam","",2006,"Werker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.932012943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sound learning","sounds",185.52,16
